longitude,latitude,price,buildingTypeId,style,airConditioning,washrooms,basement1,cableTVIncluded,cacIncluded,familyRoom,fireplaceStove,heatSource,garageType,heatType,kitchens,parkingSpaces,parkingIncluded,room1,room1Length,room1Width,room2,room2Length,room2Width,room3,room3Length,room3Width,room4,room4Length,room4Width,room5,room5Length,room5Width,rooms,streetDirection,waterIncluded,totalParkingSpaces,daysOnMarket,bedrooms
-79.466597,43.9126175,1188000.0,3,2,0,4.0,3,0,0,1,1,1,1,2,1.0,4.0,0,9,4.47,4.45,10,3.86,4.73,13,4.52,2.74,6,4.52,3.05,19,5.34,4.57,10.0,0,0,6.0,61,4.0
-79.2620514,43.7021124,689000.0,3,0,0,2.0,0,0,0,0,0,1,3,2,2.0,2.0,0,17,7.13,5.98,9,7.13,5.98,13,4.11,3.08,17,4.25,3.56,0,4.25,2.56,6.0,0,0,2.0,41,4.0
-79.5368973,43.6388408,499900.0,1,4,0,2.0,6,1,2,0,0,1,7,2,1.0,1.0,2,17,6.32,3.38,9,6.32,3.38,18,4.16,3.05,12,2.34,2.82,5,3.89,3.05,5.0,4,2,1.0,35,2.0
-79.581151,43.7821523,799900.0,6,3,0,3.0,4,0,0,1,1,1,1,2,1.0,2.0,0,21,4.06,3.12,13,3.86,3.03,6,3.86,3.03,8,3.09,3.03,11,6.76,4.47,7.0,4,0,3.0,36,3.0
-79.2202291,43.8053274,299900.0,1,4,0,2.0,6,1,2,0,0,1,7,2,1.0,1.0,2,17,7.52,3.59,9,7.52,3.59,13,2.82,2.3,17,4.62,3.18,0,3.5,2.81,5.0,0,2,1.0,8,2.0
-79.376994,43.64304600000001,3700.0,1,4,0,2.0,6,1,2,0,0,1,4,2,1.0,1.0,2,17,4.04,3.97,9,4.12,3.2,13,2.52,2.29,17,3.43,3.36,0,2.29,2.75,5.0,0,2,1.0,17,3.0
-79.376994,43.64304600000001,3700.0,1,4,0,2.0,6,1,2,0,0,1,4,2,1.0,1.0,2,17,4.04,3.97,9,4.12,3.2,13,2.52,2.29,17,3.43,3.36,0,2.29,2.75,5.0,0,2,1.0,17,4.0
-79.440589,43.8637062,4688000.0,3,2,0,7.0,3,0,0,1,1,1,0,2,1.0,4.0,0,17,4.45,3.53,9,4.85,4.25,9,5.51,5.49,14,4.18,3.07,16,7.14,5.14,9.0,0,0,7.0,53,5.0
-79.2990809,43.7519519,1048800.0,3,2,0,5.0,0,0,0,1,0,1,4,2,2.0,5.0,0,14,2.94,2.77,16,4.31,3.78,8,2.94,2.66,5,3.27,3.25,5,3.27,2.94,11.0,0,0,5.0,38,9.0
-79.387999,43.6653563,898800.0,1,4,0,2.0,6,1,1,0,0,1,7,2,1.0,1.0,2,14,4.03,3.41,6,4.03,3.41,16,4.02,3.59,17,3.56,3.12,0,3.02,2.67,6.0,0,2,1.0,54,3.0
-79.387999,43.6653563,898800.0,1,4,0,2.0,6,1,1,0,0,1,7,2,1.0,1.0,2,14,4.03,3.41,6,4.03,3.41,16,4.02,3.59,17,3.56,3.12,0,3.02,2.67,6.0,0,2,1.0,54,3.0
-79.85364179999998,43.7025069,709900.0,6,2,0,3.0,4,0,0,0,0,1,0,2,1.0,2.0,0,14,3.4,3.4,6,3.25,3.4,9,4.5,5.85,15,4.5,5.85,21,3.4,5.23,9.0,0,0,4.0,27,4.0
-79.6949568,43.4930355,1988000.0,3,2,0,5.0,3,0,0,1,1,1,0,2,1.0,2.0,0,17,4.69,3.35,9,5.5,3.66,15,3.35,3.23,12,6.4,4.27,11,5.36,3.96,9.0,0,0,4.0,46,4.0
-79.3457025289536,43.77497077787189,479000.0,1,4,0,1.0,6,1,2,0,0,1,7,2,1.0,1.0,2,17,5.18,2.95,9,5.18,2.95,18,3.7,2.75,12,2.6,2.1,8,2.35,2.05,5.0,0,2,1.0,20,2.0
-79.3457025289536,43.77497077787189,479000.0,1,4,0,1.0,6,1,2,0,0,1,7,2,1.0,1.0,2,17,5.18,2.95,9,5.18,2.95,18,3.7,2.75,12,2.6,2.1,8,2.35,2.05,5.0,0,2,1.0,20,3.0
-79.8673036,43.4829919,1039000.0,3,2,0,4.0,0,0,0,1,1,1,1,2,1.0,5.0,0,17,5.18,3.65,9,5.18,3.65,9,5.18,3.6,12,4.15,3.5,6,4.15,3.38,11.0,0,0,7.0,34,7.0
-79.8933987,43.4962366,978000.0,3,2,1,4.0,4,0,0,1,1,1,1,2,1.0,4.0,0,17,3.96,3.35,9,4.38,3.9,9,5.64,4.19,6,3.96,3.05,16,3.96,2.75,11.0,0,0,4.0,16,5.0
-79.6479597,43.586471,2200.0,1,4,0,2.0,6,1,2,0,0,1,7,2,1.0,1.0,2,17,5.57,3.35,9,5.57,3.35,18,3.53,3.04,0,2.74,3.04,16,2.43,2.43,4.0,0,2,1.0,6,2.0
-79.35738190000002,43.6505536,3250.0,1,4,0,2.0,6,1,2,0,0,1,7,3,1.0,1.0,2,17,3.71,3.51,9,3.5,4.57,13,3.71,3.51,17,3.1,3.0,0,2.9,2.85,5.0,0,2,1.0,11,5.0
-79.35738190000002,43.6505536,3250.0,1,4,0,2.0,6,1,2,0,0,1,7,3,1.0,1.0,2,17,3.71,3.51,9,3.5,4.57,13,3.71,3.51,17,3.1,3.0,0,2.9,2.85,5.0,0,2,1.0,11,3.0
-79.77915,43.63358,1349900.0,3,2,0,6.0,3,0,0,1,1,1,0,2,1.0,4.0,0,17,3.65,3.45,9,4.26,3.53,9,5.0,4.42,12,3.96,3.35,8,3.96,3.35,10.0,0,0,6.0,21,6.0
-79.8252668,43.39901079999999,979000.0,3,2,0,3.0,4,0,0,1,1,1,0,2,1.0,2.0,0,9,4.88,3.66,13,3.66,3.05,6,3.05,3.35,9,6.24,3.81,21,4.72,4.88,10.0,0,0,4.0,20,4.0
-79.2623223,43.7877932,1200.0,3,10,0,1.0,6,2,2,0,0,1,0,2,1.0,1.0,2,17,4.25,3.82,9,4.25,3.82,13,4.25,3.82,17,3.82,3.06,4,2.5,2.85,3.0,0,2,4.0,8,1.0
-79.6153431,43.7246745,1750.0,1,4,0,1.0,6,1,2,0,0,1,7,2,1.0,1.0,2,17,5.3,3.55,9,5.3,3.55,13,2.5,2.5,17,4.0,3.0,0,2.8,2.6,5.0,0,2,1.0,18,2.0
-79.237948,43.7404045,397900.0,1,4,0,2.0,6,2,2,0,0,1,7,2,1.0,1.0,2,17,5.12,4.74,9,4.74,2.5,13,5.4,2.64,17,5.4,3.13,0,3.87,3.0,7.0,0,2,1.0,10,3.0
-79.2989803,43.6949721,499000.0,3,2,1,1.0,9,0,0,0,0,1,4,2,1.0,1.0,0,17,6.47,3.35,9,6.47,3.35,13,3.68,2.86,17,3.38,3.05,0,4.02,2.47,5.0,0,0,1.0,6,2.0
-79.820192,43.697486,685000.0,3,2,0,3.0,3,0,0,0,0,1,0,2,1.0,3.0,0,17,6.46,3.6,9,6.46,3.6,6,3.84,3.84,12,3.23,2.9,21,5.09,3.05,7.0,0,0,4.0,18,4.0
-79.3985448,43.8012268,1648800.0,3,2,0,4.0,3,0,0,1,1,1,0,2,1.0,2.0,0,17,6.55,3.96,9,4.22,3.96,13,6.0,4.78,9,6.3,3.91,21,5.44,3.91,8.0,0,0,4.0,7,5.0
-79.3985448,43.8012268,1648800.0,3,2,0,4.0,3,0,0,1,1,1,0,2,1.0,2.0,0,17,6.55,3.96,9,4.22,3.96,13,6.0,4.78,9,6.3,3.91,21,5.44,3.91,8.0,0,0,4.0,7,2.0
-78.9116517,43.91654060000001,849900.0,3,2,0,4.0,3,0,0,1,1,1,1,2,1.0,4.0,0,17,4.05,3.84,9,3.26,3.08,9,4.94,3.96,12,3.07,2.74,6,3.17,2.77,8.0,0,0,6.0,17,4.0
-79.5686232,43.829983,799000.0,3,2,0,3.0,3,0,0,0,0,1,1,2,1.0,2.0,0,8,1.8,2.49,16,3.43,5.0,13,3.84,3.05,6,3.84,3.02,21,5.18,4.47,6.0,0,0,3.0,20,3.0
-79.797953,43.3933887,3750.0,3,2,0,4.0,4,1,1,1,1,1,0,2,1.0,2.0,1,14,5.79,4.08,10,5.2,4.19,16,5.53,3.73,21,4.41,3.04,21,5.53,4.24,9.0,0,1,4.0,3,6.0
-79.61083909999998,43.8307433,880000.0,3,2,0,4.0,3,0,0,1,1,1,0,2,1.0,2.0,0,14,6.4,3.32,10,5.27,3.26,8,5.06,3.38,17,5.05,4.78,0,4.88,2.77,10.0,0,0,4.0,1,4.0
-79.39443320000002,43.670320200000006,528000.0,1,4,0,1.0,6,1,2,0,0,1,4,2,1.0,0.0,1,17,4.1,4.0,9,4.1,4.0,13,4.1,4.0,17,3.0,3.0,8,1.83,1.68,4.0,0,2,0.0,44,2.0
-79.39443320000002,43.670320200000006,528000.0,1,4,0,1.0,6,1,2,0,0,1,4,2,1.0,0.0,1,17,4.1,4.0,9,4.1,4.0,13,4.1,4.0,17,3.0,3.0,8,1.83,1.68,4.0,0,2,0.0,44,3.0
-79.9528495,43.687311,849900.0,3,10,0,2.0,2,0,0,0,1,3,1,2,1.0,6.0,0,14,3.67,4.9,9,3.67,3.51,16,5.5,4.09,17,4.9,4.07,0,2.91,3.62,6.0,0,0,8.0,42,3.0
-79.3939821,43.6409179,759000.0,1,4,0,2.0,6,1,2,0,0,1,7,2,1.0,1.0,2,14,3.86,2.21,16,5.35,3.82,8,5.35,3.82,17,3.29,2.91,0,3.09,2.88,5.0,0,2,1.0,10,3.0
-79.37605490000001,43.6460983,2800.0,1,4,0,1.0,6,1,2,0,0,1,7,2,1.0,1.0,2,17,6.5,3.2,9,6.5,3.2,13,2.75,3.0,7,2.88,2.77,5,3.15,2.95,4.0,0,2,1.0,13,2.0
-79.1341409,43.7813932,799000.0,3,2,0,3.0,3,0,0,0,1,1,0,2,1.0,1.0,0,17,6.43,3.07,6,2.77,2.39,13,2.77,2.39,17,5.69,3.53,0,4.37,2.87,6.0,0,0,2.0,14,3.0
-79.3948377,43.8440334,3000.0,3,2,0,4.0,3,1,1,1,1,1,0,3,1.0,4.0,2,17,5.65,3.6,9,4.0,4.9,9,5.86,3.8,14,3.05,3.0,16,3.8,3.45,10.0,0,1,6.0,30,6.0
-79.3850604,43.6697649,2000.0,1,4,0,1.0,6,1,2,0,0,1,4,2,1.0,0.0,1,17,5.49,3.35,9,5.49,3.35,13,2.52,2.14,17,3.81,2.83,8,2.59,2.44,5.0,0,2,0.0,8,2.0
-79.3850604,43.6697649,2000.0,1,4,0,1.0,6,1,2,0,0,1,4,2,1.0,0.0,1,17,5.49,3.35,9,5.49,3.35,13,2.52,2.14,17,3.81,2.83,8,2.59,2.44,5.0,0,2,0.0,8,3.0
-79.2186302,43.8647999,949000.0,3,2,0,4.0,3,0,0,1,1,1,1,2,1.0,3.0,0,17,3.96,3.15,9,4.27,3.78,13,5.18,3.96,9,3.96,3.96,17,2.62,1.92,8.0,0,0,4.0,54,6.0
-80.1844385,43.5225917,519777.0,1,4,0,2.0,6,1,1,1,1,1,7,2,1.0,2.0,2,14,3.0,3.66,16,4.04,6.45,18,5.13,3.35,5,3.86,3.05,5,2.87,2.92,5.0,0,2,2.0,10,3.0
-77.15194094220351,43.999871672071,435000.0,3,2,0,2.0,11,0,0,1,1,1,4,2,1.0,2.0,0,17,4.33,4.7,9,3.72,3.95,13,3.44,5.99,9,3.96,3.95,21,3.65,5.21,7.0,0,0,2.0,3,3.0
-79.6734718,43.59523239999999,599900.0,6,2,0,3.0,3,1,1,0,1,1,1,2,1.0,2.0,2,17,3.17,3.05,9,3.17,3.05,13,6.35,3.05,6,6.35,3.05,21,5.15,4.15,7.0,0,1,3.0,36,3.0
-75.7391308,45.2420918,619900.0,3,2,0,4.0,11,0,0,1,1,1,0,2,1.0,2.0,0,17,3.35,3.66,9,3.96,4.57,12,5.47,5.74,12,5.23,3.05,6,5.23,3.35,8.0,0,0,4.0,49,4.0
-79.8363818,43.3712041,599000.0,3,2,0,2.0,4,0,0,0,1,1,0,2,1.0,2.0,0,17,4.88,3.11,9,2.77,3.67,13,3.84,2.77,17,3.94,4.27,5,4.15,2.53,6.0,0,0,3.0,4,3.0
-79.6636479,43.9066411,1688000.0,3,2,0,4.0,3,0,0,1,1,1,0,2,1.0,9.0,0,14,4.24,3.41,6,5.41,3.27,8,5.83,3.9,9,6.53,5.46,25,3.89,2.81,10.0,0,0,12.0,51,5.0
-79.65274240000002,43.5612195,2500.0,3,2,0,2.0,6,1,2,0,1,1,1,2,1.0,3.0,2,14,5.65,2.6,16,4.95,4.16,8,4.16,2.94,17,6.17,5.74,0,4.49,3.27,7.0,0,1,5.0,47,4.0
-79.2478681,43.97289129999999,599000.0,3,2,0,1.0,4,0,0,0,1,1,4,2,1.0,2.0,0,17,4.6,7.7,9,4.6,7.7,13,4.15,2.95,17,3.65,3.0,0,3.7,2.95,5.0,0,0,2.0,22,2.0
-79.2808783,43.7775025,439900.0,1,4,0,2.0,6,1,1,0,0,1,4,2,1.0,1.0,2,17,5.48,3.07,9,5.48,3.05,13,2.12,2.12,17,3.35,3.0,0,2.43,2.74,5.0,0,1,1.0,12,2.0
-79.40704170000002,43.7640292,538000.0,1,4,0,1.0,6,1,2,0,0,1,7,2,1.0,1.0,2,17,5.22,2.76,9,5.22,2.76,13,2.97,3.09,29,3.23,1.3,5,3.07,2.66,4.0,1,1,1.0,41,1.0
-79.3660627,43.6904881,6000.0,3,2,0,3.0,3,1,1,0,1,1,4,2,1.0,4.0,2,12,1.79,2.53,21,4.12,2.53,16,6.43,3.53,8,4.12,3.53,16,4.22,3.1,8.0,0,1,4.0,17,4.0
-79.3660627,43.6904881,6000.0,3,2,0,3.0,3,1,1,0,1,1,4,2,1.0,4.0,2,12,1.79,2.53,21,4.12,2.53,16,6.43,3.53,8,4.12,3.53,16,4.22,3.1,8.0,0,1,4.0,17,4.0
-79.4501967,43.7827734,3600.0,3,6,0,2.0,3,1,1,1,0,0,0,2,2.0,2.0,2,17,4.31,3.92,9,3.12,3.12,13,5.25,2.51,17,4.15,3.57,0,3.23,3.12,9.0,0,1,3.0,26,4.0
-79.4501967,43.7827734,3600.0,3,6,0,2.0,3,1,1,1,0,0,0,2,2.0,2.0,2,17,4.31,3.92,9,3.12,3.12,13,5.25,2.51,17,4.15,3.57,0,3.23,3.12,9.0,0,1,3.0,26,4.0
-79.89555779999998,44.3227788,549999.0,3,10,0,2.0,3,0,0,0,1,1,0,2,1.0,7.0,0,12,2.92,1.75,9,4.19,3.38,16,5.82,4.09,12,4.06,4.5,21,4.6,3.51,5.0,0,0,13.0,15,4.0
-79.3655045,43.6604181,3250.0,6,18,0,3.0,7,1,1,0,0,1,1,2,1.0,0.0,2,17,6.15,3.84,9,6.15,3.84,13,3.89,3.61,17,4.4,3.56,5,3.11,2.47,6.0,0,2,1.0,14,2.0
-79.3655045,43.6604181,3250.0,6,18,0,3.0,7,1,1,0,0,1,1,2,1.0,0.0,2,17,6.15,3.84,9,6.15,3.84,13,3.89,3.61,17,4.4,3.56,5,3.11,2.47,6.0,0,2,1.0,14,3.0
-79.6379462,43.5631148,539999.0,6,2,0,2.0,3,1,1,0,0,1,0,2,1.0,1.0,2,17,5.67,5.48,9,5.67,5.48,13,3.21,2.81,17,4.95,3.48,0,3.52,2.51,7.0,0,2,2.0,10,4.0
-79.3763416,43.9109734,999999.0,3,2,0,3.0,11,0,0,0,0,1,1,2,1.0,2.0,0,17,6.3,3.66,9,4.01,3.66,13,4.27,2.59,14,2.14,1.83,21,6.3,3.66,7.0,0,0,3.0,63,3.0
-79.82945459999998,43.683284,739900.0,3,2,0,3.0,11,0,0,1,0,1,1,2,1.0,2.0,0,17,5.51,3.77,9,5.51,3.77,9,4.26,3.35,6,5.3,3.35,16,5.3,3.35,8.0,0,0,3.0,39,3.0
-79.66400290000001,43.7927128,709999.0,3,2,0,3.0,11,0,0,0,0,1,0,2,1.0,2.0,0,17,6.24,2.93,9,6.24,2.93,13,2.68,3.96,6,2.74,2.32,21,5.06,4.26,7.0,0,0,3.0,1,3.0
-79.3166023,43.8613789,679900.0,6,2,0,4.0,3,1,1,0,0,1,1,2,1.0,1.0,2,17,5.5,3.28,9,3.1,2.32,13,3.7,2.35,17,3.53,3.42,0,3.85,2.6,6.0,0,2,2.0,12,3.0
-79.3166023,43.8613789,679900.0,6,2,0,4.0,3,1,1,0,0,1,1,2,1.0,1.0,2,17,5.5,3.28,9,3.1,2.32,13,3.7,2.35,17,3.53,3.42,0,3.85,2.6,6.0,0,2,2.0,12,3.0
-79.4472045,43.6553602,899900.0,6,2,0,3.0,0,0,0,0,0,1,4,2,2.0,0.0,0,17,3.92,3.12,13,4.53,3.24,5,3.56,2.78,15,3.97,3.79,16,3.25,2.7,6.0,0,0,0.0,38,3.0
-79.4472045,43.6553602,899900.0,6,2,0,3.0,0,0,0,0,0,1,4,2,2.0,0.0,0,17,3.92,3.12,13,4.53,3.24,5,3.56,2.78,15,3.97,3.79,16,3.25,2.7,6.0,0,0,0.0,38,4.0
-79.37769159999998,43.6521232,599000.0,1,4,0,2.0,6,1,1,1,0,1,7,2,1.0,0.0,1,14,2.43,2.56,9,4.75,3.65,16,4.75,3.65,17,3.41,3.2,5,2.56,3.13,5.0,0,2,0.0,9,3.0
-79.61902990000002,43.7330129,657000.0,6,2,0,3.0,0,1,1,0,0,1,1,2,1.0,2.0,2,17,4.66,4.26,9,4.66,4.26,13,2.74,3.0,17,4.0,4.27,0,3.17,2.95,6.0,0,1,3.0,10,5.0
-79.36798370000002,43.651149200000006,849000.0,1,4,0,2.0,6,1,2,0,0,1,7,3,1.0,1.0,2,17,4.3,2.77,9,4.4,2.5,13,4.4,3.5,17,3.8,2.7,0,2.96,2.55,5.0,0,1,1.0,62,2.0
-79.36798370000002,43.651149200000006,849000.0,1,4,0,2.0,6,1,2,0,0,1,7,3,1.0,1.0,2,17,4.3,2.77,9,4.4,2.5,13,4.4,3.5,17,3.8,2.7,0,2.96,2.55,5.0,0,1,1.0,62,2.0
-79.39428290000002,43.7777394,2800.0,3,10,0,2.0,3,1,2,1,0,1,2,2,1.0,2.0,2,17,4.27,4.02,9,4.27,4.02,13,6.51,2.71,17,3.49,2.71,0,3.35,2.59,5.0,0,1,4.0,9,5.0
-79.96676529999998,43.2113575,585900.0,6,2,0,4.0,3,0,0,1,0,1,0,2,1.0,2.0,0,11,6.01,3.35,13,2.8,2.7,6,3.2,2.7,17,6.01,3.35,0,3.26,3.0,6.0,0,0,3.0,19,3.0
-79.4271923,43.7260682,3895000.0,3,2,0,7.0,3,0,0,1,1,1,1,2,1.0,4.0,0,27,3.1,4.0,16,4.3,4.9,8,4.1,4.3,12,4.0,6.8,11,4.8,4.9,10.0,0,0,6.0,13,5.0
-79.71827309999998,43.4926561,2750.0,3,2,0,4.0,4,1,1,1,1,1,0,2,1.0,2.0,2,17,5.49,4.51,9,5.49,4.51,9,5.49,3.29,7,3.05,2.99,21,4.88,4.6,8.0,0,1,4.0,7,4.0
-79.7369862,43.5434159,3100.0,3,2,0,4.0,4,1,2,1,1,1,0,2,1.0,2.0,2,17,5.49,3.35,9,5.49,3.35,13,4.57,2.74,6,3.9,3.39,11,4.97,4.27,12.0,0,1,4.0,16,5.0
-79.93874240000002,43.6557188,699000.0,3,5,0,2.0,0,0,0,1,0,1,2,2,1.0,6.0,0,14,3.82,3.23,9,2.94,3.35,16,4.95,3.69,17,3.8,3.33,0,3.56,2.67,6.0,0,0,6.0,28,4.0
-79.713954,43.3886715,2929999.0,3,2,0,5.0,0,0,0,0,1,1,1,2,1.0,6.0,0,11,5.2,5.2,16,4.0,4.0,8,4.0,4.0,12,5.2,5.2,25,3.1,3.2,8.0,0,0,8.0,55,5.0
-79.491326,44.0451503,1029900.0,3,2,0,3.0,3,0,0,1,1,1,0,2,1.0,4.0,0,17,5.35,3.64,9,4.07,3.78,13,5.25,5.14,9,5.7,4.08,25,3.93,3.47,9.0,0,0,6.0,44,4.0
-79.63588409999998,44.3518746,599000.0,3,2,0,3.0,11,0,0,1,1,1,0,2,1.0,2.0,0,14,3.2,2.73,6,5.2,2.8,9,4.9,3.0,8,3.15,2.85,19,3.75,3.15,9.0,0,0,4.0,72,4.0
-78.8494341,43.8862969,415000.0,3,9,0,2.0,9,0,0,0,0,1,4,2,1.0,3.0,0,14,3.6,4.1,16,4.0,3.2,18,3.45,3.3,0,3.32,3.29,1,3.25,3.2,5.0,0,0,3.0,23,4.0
-78.8659927,43.9198978,538900.0,3,9,4,3.0,2,0,0,1,1,0,0,2,1.0,4.0,0,12,2.53,2.28,16,4.14,5.83,8,4.08,2.39,12,2.78,2.84,21,3.42,4.67,6.0,2,0,6.0,6,5.0
-79.27591600000002,43.8009917,968000.0,3,6,0,4.0,0,0,0,1,1,1,0,2,1.0,2.0,0,17,3.63,5.79,9,3.78,3.41,9,7.46,3.66,12,4.63,2.74,21,3.78,4.39,9.0,3,0,4.0,60,6.0
-79.4464572,44.0464993,899900.0,3,2,0,4.0,3,0,0,1,1,1,0,2,1.0,4.0,0,17,3.0,3.55,9,3.0,3.3,13,3.0,2.7,6,3.15,2.7,11,4.9,3.15,10.0,0,0,6.0,56,5.0
-79.5256988,43.68300479999999,699700.0,1,4,0,2.0,6,1,2,0,0,1,7,2,1.0,1.0,2,12,2.03,1.24,16,5.73,4.04,8,5.73,4.04,12,2.73,2.49,21,3.26,3.13,6.0,0,2,1.0,19,3.0
-79.26526650000002,43.9723684,929800.0,3,2,0,3.0,3,0,0,1,1,1,0,2,1.0,2.0,0,17,5.49,3.65,9,5.49,3.65,13,2.57,3.32,6,2.44,3.32,11,4.32,3.91,8.0,0,0,4.0,40,3.0
-79.8278708,43.6811179,628800.0,6,3,0,3.0,2,0,0,1,0,1,0,2,1.0,1.0,0,14,2.79,3.51,6,2.59,3.61,16,2.18,3.45,8,3.15,4.01,21,3.66,3.66,8.0,0,0,2.0,20,3.0
-79.0458122,43.857821,1300.0,3,2,1,1.0,0,1,1,0,0,0,0,0,1.0,1.0,2,17,5.07,4.12,26,3.06,0.74,13,5.07,4.12,17,3.02,2.56,0,3.65,2.14,6.0,3,1,1.0,21,2.0
-79.5710161,43.5726561,775000.0,6,2,0,2.0,2,1,1,0,0,1,1,2,1.0,1.0,2,14,3.0,2.44,6,3.0,2.34,16,5.49,5.26,8,4.32,2.74,11,5.26,4.95,7.0,0,1,2.0,55,3.0
-79.4038314,43.6431033,549007.0,1,4,0,1.0,6,1,1,0,0,4,7,3,1.0,0.0,2,14,4.2,3.72,6,4.2,3.72,16,4.46,3.51,8,4.46,3.51,31,3.13,2.8,6.0,4,2,1.0,9,2.0
-79.37795990000002,43.8077666,3000.0,3,2,0,4.0,3,1,2,1,1,1,1,2,1.0,3.0,2,14,3.45,3.07,6,5.44,2.34,8,3.66,3.63,15,6.12,3.51,11,7.11,3.25,10.0,0,1,4.0,6,4.0
-79.3757259,43.64926120000001,2400.0,1,4,0,1.0,6,1,2,0,0,1,4,2,1.0,0.0,1,17,4.11,3.45,9,4.11,3.45,13,3.4,3.25,17,3.3,3.1,32,3.62,1.83,4.0,0,2,0.0,12,1.0
-79.133709,43.8346881,879900.0,3,2,0,4.0,3,0,0,1,1,1,0,2,1.0,2.0,0,16,3.55,275.0,9,3.72,3.04,13,4.27,3.04,6,4.62,3.35,11,4.87,3.8,9.0,0,0,4.0,34,4.0
-79.4407152,43.702076,449880.0,1,4,0,2.0,6,1,2,0,0,1,7,2,1.0,1.0,2,14,4.77,2.51,16,7.86,3.73,8,7.86,3.73,17,4.65,3.35,0,3.83,3.15,5.0,0,2,1.0,21,2.0
-79.7258626,43.8148195,1619900.0,3,2,0,5.0,10,0,0,1,1,1,0,2,1.0,6.0,0,17,5.49,3.66,9,5.18,4.26,7,3.66,3.66,9,5.49,4.75,16,4.75,4.27,11.0,0,0,6.0,4,5.0
-79.665849,44.557065,649900.0,3,9,1,3.0,2,0,0,0,1,1,0,2,1.0,2.0,0,17,4.8,3.7,9,3.44,3.07,13,3.65,3.47,17,4.1,3.7,0,3.8,3.38,5.0,0,0,4.0,28,3.0
-79.3235607,43.698553,1598000.0,3,2,0,4.0,3,0,0,1,1,1,3,2,1.0,3.0,0,12,2.5,1.1,16,4.3,4.1,8,5.0,3.1,9,4.8,3.1,16,3.8,3.0,12.0,0,0,4.0,61,5.0
-79.5075745,43.6500224,1789000.0,3,2,0,4.0,3,0,0,1,1,1,4,2,1.0,2.0,0,17,3.55,5.49,9,3.73,3.56,13,5.9,4.47,9,4.45,2.74,21,3.86,4.44,8.0,0,0,2.0,9,4.0
-79.5719634,44.0977204,1800.0,3,2,0,3.0,4,1,1,0,0,1,0,2,1.0,2.0,2,14,3.05,3.05,6,3.5,3.05,12,4.29,4.26,8,3.35,3.05,21,4.33,4.15,8.0,0,1,3.0,6,3.0
-79.56230440000002,43.6403016,429000.0,1,4,0,2.0,6,1,2,0,0,1,7,2,1.0,1.0,2,17,5.11,3.22,9,5.11,3.22,13,2.31,2.31,17,3.26,2.82,8,2.31,2.13,5.0,0,2,1.0,11,2.0
-79.2844231,43.764249,849000.0,3,9,0,3.0,3,0,0,0,0,1,4,2,1.0,6.0,0,17,5.95,4.74,9,5.95,4.74,13,5.2,2.75,17,3.85,3.4,0,3.2,3.8,6.0,0,0,6.0,45,6.0
-78.8338303,43.9444025,554900.0,3,2,0,3.0,3,0,0,1,1,1,1,2,1.0,2.0,0,14,3.47,2.42,9,5.74,4.06,16,5.74,4.06,9,4.37,3.29,21,5.0,3.62,7.0,0,0,3.0,24,4.0
-78.91319709999998,43.9179756,629000.0,3,9,0,3.0,9,0,0,0,1,1,1,2,1.0,1.0,0,17,4.88,4.27,9,4.27,3.3,13,3.46,3.3,17,4.57,3.35,0,3.61,2.69,6.0,0,0,2.0,6,3.0
-79.44437909999998,44.0962389,859800.0,3,2,0,3.0,11,0,0,1,1,1,1,2,1.0,2.0,0,11,4.57,3.81,9,4.78,3.15,15,3.51,3.05,12,4.12,2.59,6,3.05,2.59,9.0,0,0,3.0,40,4.0
-79.72406099999998,44.2720186,514000.0,3,15,0,1.0,3,0,0,0,1,1,4,2,1.0,4.0,0,14,4.3,2.9,16,5.4,3.7,8,3.4,3.1,17,4.2,3.3,0,4.1,2.8,7.0,0,0,6.0,40,3.0
-79.380732,43.6428614,749900.0,1,4,0,2.0,6,1,2,0,0,1,7,2,1.0,0.0,2,14,3.63,2.01,16,4.24,4.69,8,4.24,4.69,17,4.24,3.63,5,2.74,3.05,6.0,0,2,1.0,28,3.0
-79.380732,43.6428614,749900.0,1,4,0,2.0,6,1,2,0,0,1,7,2,1.0,0.0,2,14,3.63,2.01,16,4.24,4.69,8,4.24,4.69,17,4.24,3.63,5,2.74,3.05,6.0,0,2,1.0,28,3.0
-79.43561609999998,43.86647120000001,968000.0,1,4,0,3.0,6,1,2,0,0,1,7,2,1.0,2.0,2,12,4.6,1.8,6,4.2,2.8,13,3.4,2.45,15,7.57,5.5,9,7.57,5.5,8.0,0,2,2.0,53,4.0
-79.3837757,43.6397444,545000.0,1,4,0,1.0,6,1,2,0,0,1,7,3,1.0,1.0,2,12,1.75,1.6,16,4.52,3.48,8,4.52,3.48,12,2.59,1.77,5,2.79,3.17,3.0,4,2,1.0,54,1.0
-79.3314456,43.89027520000001,2450.0,1,4,0,2.0,6,1,2,0,0,1,7,2,1.0,2.0,2,17,5.97,3.35,9,5.97,3.35,13,2.74,2.44,6,2.13,2.13,21,3.35,3.35,5.0,0,2,2.0,17,2.0
-79.5400556,44.2265682,949000.0,3,2,0,4.0,3,0,0,1,1,3,0,2,1.0,8.0,0,14,5.0,4.0,16,6.0,4.0,9,6.2,4.3,8,4.25,3.9,25,3.6,2.6,11.0,0,0,10.0,45,5.0
