province,city,address,longitude,latitude,price,buildingTypeId,tradeTypeId,listingDate,daysOnMarket,bedrooms
Alberta,Edmonton,12147 123 St Nw,-113.533584,53.5765249,264900.0,1.0,1,14/6/2018,2,2.0
Alberta,Grande Prairie,9359 71 Avenue,-118.77561812,55.14504701,349900.0,1.0,1,12/6/2018,10,4.0
British Columbia,Surrey,37 8383 159 Street,-122.7818784,49.1538994,649000.0,2.0,1,27/6/2018,20,3.0
Ontario,Timmins,41 Foothills Ln,-81.3061177,48.5016695,105950.0,1.0,1,2/6/2018,19,4.0
Ontario,Windsor,1695 Calvary,-82.88616999999998,42.303201,765000.0,2.0,1,23/6/2018,17,3.0
British Columbia,Courtenay,166-4714 Muir Road,-124.974717,49.71671,299999.0,1.0,1,24/6/2018,20,2.0
British Columbia,Trail,770 Binns Street,-117.71847,49.095897,194000.0,1.0,1,28/6/2018,6,3.0
Ontario,Coe Hill,335 Beach Lane,-77.8412536,44.84331020000001,549900.0,2.0,1,1/6/2018,6,2.0
Ontario,Ottawa,3250 Uplands Drive Unit29,-75.676567,45.348956,218000.0,1.0,1,22/6/2018,30,4.0
Ontario,Little Britain,6 Summer Dr,-78.8075354,44.2095011,699000.0,2.0,1,8/6/2018,36,1.0
British Columbia,Chilliwack,50832 Winona Road,-121.817135005809,49.0806736749652,549000.0,1.0,1,7/6/2018,13,2.0
Alberta,Edmonton,11240 69 St Nw,-113.44463799999998,53.5645791,315000.0,1.0,1,19/6/2018,7,4.0
Alberta,Calgary,827 94 Av Sw,-114.083918,50.970211,549000.0,1.0,1,14/6/2018,23,5.0
Nova Scotia,Bedford,46 Riverview Crescent,-63.6513672,44.7416552,339900.0,1.0,1,19/6/2018,17,3.0
British Columbia,Youbou,9178 Meades Creek Road,-124.112182,48.848761,824900.0,1.0,1,15/6/2018,11,3.0
Ontario,Toronto,30 Westlake Ave,-79.3044886,43.68593900000001,750000.0,1.0,1,6/6/2018,9,4.0
Ontario,London,179 Kirkland Crescent,-81.17174399999998,42.993333,284900.0,1.0,1,1/6/2018,19,3.0
Ontario,Katrine,397 Sunnylea Avenue,-79.327232,45.599329,449900.0,1.0,1,6/6/2018,35,3.0
Ontario,Peterborough,987 Ford Street,-78.338955,44.288372,299000.0,1.0,1,15/6/2018,32,2.0
Ontario,Nepean,252 Tivoli Private,-75.71010799999998,45.348467,282900.0,1.0,1,1/6/2018,17,2.0
Ontario,Beamsville,4579 Joanna Lane,-79.455302,43.174092,184900.0,1.0,1,9/6/2018,11,5.0
Saskatchewan,Regina,3610 Green Creek Rd,-104.515302,50.421345,659900.0,1.0,1,12/6/2018,29,3.0
Nova Scotia,Greenfield.,131 Cottage Lane,-64.9000171671854,44.23341909738279,179900.0,1.0,1,13/6/2018,23,3.0
Quebec,Pointe-Aux-Trembles,1021 58e Avenue (P.-A.-T.),-73.495747,45.674284,259800.0,2.0,1,5/6/2018,17,1.0
British Columbia,Richmond,438 5880 Dover Crescent,-123.160734,49.1729761,440000.0,1.0,1,2/6/2018,28,3.0
Ontario,Kingston,678 Rogers Side Road,-76.412391,44.2522475,409900.0,1.0,1,15/6/2018,19,4.0
Ontario,Windsor,1254 Arncliffe Place,-82.927755,42.324566,114900.0,2.0,1,7/6/2018,8,2.0
British Columbia,Langley,39 7179 201 Street,-122.6668849,49.1323624,549900.0,1.0,1,5/6/2018,16,3.0
Ontario,Bayfield,11 Lidderdale Street,-81.70097700000002,43.556071,299000.0,1.0,1,26/6/2018,11,3.0
Ontario,Bayfield,11 Lidderdale Street,-81.70097700000002,43.556071,299000.0,1.0,1,26/6/2018,11,4.0
Ontario,Elliot Lake,55 Tokyo Cres,-82.66681990000002,46.3751424,35500.0,1.0,1,7/6/2018,15,2.0
Ontario,Burlington,75-2530 Northampton Blvd,-79.8265608,43.3876359,419900.0,1.0,1,4/6/2018,16,4.0
Ontario,Brampton,10 Elwin Rd,-79.81485179999999,43.6695454,1085000.0,1.0,1,1/6/2018,25,4.0
Alberta,Didsbury,2110 14 Av,-114.14028,51.655999,215000.0,1.0,1,8/6/2018,8,3.0
Ontario,Sarnia,779 Oakdale Avenue,-82.382202,42.988432,234900.0,1.0,1,5/6/2018,3,5.0
Ontario,Binbrook,1660 Hall Rd,-79.801048,43.0788933,719900.0,2.0,1,14/6/2018,26,1.0
British Columbia,North Vancouver,111 175 E 4th Street,-123.07363159999998,49.3127891,350000.0,2.0,1,14/6/2018,8,5.0
Alberta,Rimbey,4 422033 Range Road 24,-114.239644,52.61725,599900.0,1.0,1,6/6/2018,24,2.0
Quebec,Mont-Royal,1843-1847 Ch. Canora,-73.64913100000003,45.518577,1050000.0,1.0,1,22/6/2018,22,5.0
British Columbia,Richmond,66 7288 Heather Street,-123.121828,49.161172,1146000.0,1.0,1,8/6/2018,21,4.0
Alberta,Calgary,2154 47 Av Sw,-114.111376,51.01137,569900.0,2.0,1,1/6/2018,16,2.0
British Columbia,Vancouver,304 1066 Hamilton Street,-123.1204946,49.2762465,1080000.0,2.0,1,6/6/2018,35,1.0
