province,longitude,latitude,price,buildingTypeId,bedrooms,daysOnMarket
Alberta,-114.217109,51.066676,525000.0,1.0,4.0,14
Ontario,-79.720288,43.410346,878000.0,2.0,1.0,33
British Columbia,-123.1007357,49.2829941,568000.0,1.0,4.0,12
Alberta,-113.5161,53.492254,449900.0,1.0,3.0,14
Alberta,-113.5161,53.492254,449900.0,2.0,2.0,14
British Columbia,-123.0745806,49.3224377,1388000.0,1.0,2.0,20
Ontario,-81.192332,42.781214,174900.0,2.0,2.0,25
Quebec,-74.0153494,45.41457237,625000.0,2.0,2.0,16
Quebec,-74.22690940000003,45.52578712,89900.0,1.0,4.0,22
Quebec,-73.46349273,45.50042942,225000.0,1.0,5.0,15
Ontario,-79.691438,43.5914137,899000.0,1.0,2.0,9
British Columbia,-123.950992,49.174062,274900.0,1.0,3.0,12
Ontario,-80.264136,43.537555,489000.0,1.0,3.0,8
Manitoba,-99.954299,49.835352,255000.0,1.0,4.0,49
British Columbia,-123.0606373,49.281021,699000.0,1.0,2.0,6
Ontario,-82.13959,43.093587,330000.0,1.0,4.0,10
British Columbia,-123.935246406082,53.898393583624404,535900.0,2.0,2.0,19
British Columbia,-122.79355,49.282496,629000.0,2.0,1.0,16
British Columbia,-123.109249,49.270042,699000.0,1.0,3.0,34
Alberta,-114.05753,51.129285,385000.0,2.0,3.0,19
Ontario,-78.359513,44.307318,495000.0,1.0,3.0,35
Quebec,-73.96963309,45.52476714,429000.0,1.0,5.0,28
Ontario,-79.983283,45.28768,1100000.0,1.0,3.0,18
British Columbia,-122.5569688,49.2072353,589900.0,1.0,4.0,6
Ontario,-79.920291,46.359616,249900.0,2.0,2.0,10
Ontario,-79.269885,45.207833,434000.0,2.0,3.0,21
British Columbia,-122.887498,49.1500809,505000.0,2.0,3.0,12
Ontario,-79.682272,43.473069,375000.0,1.0,4.0,5
Alberta,-113.4694412,53.4082775,585000.0,1.0,4.0,19
Ontario,-79.771637,43.358751,589900.0,1.0,2.0,28
Ontario,-79.700979,44.41744,499000.0,2.0,2.0,14
British Columbia,-122.8502175,49.2016152,475000.0,1.0,1.0,27
New Brunswick,-64.771363,46.075106,149900.0,1.0,3.0,12
Ontario,-79.4880637,43.6197179,799000.0,1.0,3.0,8
Ontario,-77.13099,45.815836,168500.0,1.0,3.0,32
Ontario,-75.690122,44.604655,179900.0,1.0,4.0,20
Alberta,-113.988873,50.884173,418000.0,1.0,4.0,16
Ontario,-79.8837249,44.1443076,440000.0,1.0,3.0,10
Quebec,-74.16918349,45.96720734,177000.0,1.0,2.0,22
Quebec,-68.17833072,49.1374662,119000.0,2.0,1.0,47
Ontario,-75.49632700000002,45.478411,309900.0,2.0,2.0,24
Alberta,-113.5771226,53.4558845,434900.0,2.0,2.0,14
British Columbia,-123.139647,49.168323,822800.0,1.0,3.0,23
Ontario,-80.297036,43.112522,509900.0,1.0,4.0,24
British Columbia,-123.2014463,49.2634216,4500000.0,1.0,3.0,41
Ontario,-79.6982393,44.4016261,400000.0,1.0,3.0,8
Prince Edward Island,-63.1152,46.2178,389900.0,2.0,2.0,8
Ontario,-79.4112192,43.7680813,723000.0,1.0,2.0,14
Saskatchewan,-102.98506,49.136607,134900.0,1.0,5.0,13
British Columbia,-123.832153,48.985948,779900.0,1.0,4.0,3
British Columbia,-123.011846,49.314171,1850000.0,1.0,3.0,39
Alberta,-113.262338,53.6806817,424500.0,1.0,3.0,16
Ontario,-79.7283304,43.4844949,1199900.0,1.0,5.0,42
Ontario,-81.23026,43.009059,199900.0,2.0,2.0,8
Ontario,-79.790438,43.394508,509000.0,1.0,2.0,14
British Columbia,-122.8415893,49.18560460000001,442500.0,2.0,3.0,36
Ontario,-82.969306,42.305725,215000.0,2.0,2.0,33
Ontario,-79.4511385,43.6525561,949000.0,2.0,1.0,11
British Columbia,-123.1273488,49.2774937,725000.0,1.0,5.0,37
Manitoba,-97.143586,49.789306,359900.0,2.0,1.0,14
Ontario,-79.4836860895157,43.6237372238501,439000.0,1.0,3.0,11
Ontario,-80.739559,43.1413,399900.0,1.0,3.0,10
Ontario,-75.861336,45.290025,344900.0,1.0,3.0,5
Ontario,-75.861336,45.290025,344900.0,2.0,3.0,5
Newfoundland & Labrador,-52.806463,47.509775,230000.0,2.0,5.0,30
Ontario,-79.387999,43.6653563,659000.0,2.0,2.0,8
Ontario,-79.387999,43.6653563,659000.0,2.0,1.0,8
Ontario,-79.724612,43.484929,409900.0,1.0,3.0,13
Ontario,-75.728002,45.393563,589000.0,1.0,3.0,14
Ontario,-82.827726,42.177275,169900.0,1.0,3.0,11
Ontario,-79.4362704,43.650481,839999.0,1.0,4.0,17
Ontario,-79.4901178,44.00181679999999,1188000.0,1.0,3.0,22
Ontario,-80.30282700000002,43.386309,294900.0,2.0,1.0,19
British Columbia,-122.7984514,50.3180706,324000.0,1.0,3.0,34
Alberta,-113.570289,53.27205,304900.0,2.0,1.0,20
Ontario,-79.4479647,43.7340375,439000.0,1.0,6.0,17
British Columbia,-121.952427761377,49.0996011842626,1015888.0,2.0,1.0,35
British Columbia,-123.1638051,49.173048,399800.0,1.0,3.0,7
Ontario,-81.75609200000002,43.314561,219900.0,2.0,3.0,20
Ontario,-81.30918199999998,43.00605,219900.0,1.0,4.0,18
Ontario,-81.375632,44.479645,499000.0,1.0,4.0,12
Alberta,-114.266073,51.084452,594900.0,2.0,2.0,6
British Columbia,-122.7836723,49.2566323,469900.0,1.0,2.0,19
British Columbia,-123.506099,48.859261,399900.0,2.0,2.0,14
Quebec,-73.19107464,45.59255997,264089.0,2.0,2.0,20
Ontario,-75.542856,45.464192,269000.0,1.0,2.0,23
Ontario,-79.6507147,43.6032888,569000.0,1.0,6.0,36
New Brunswick,-66.059461,46.07382,189900.0,1.0,3.0,1
Ontario,-79.38670079999999,43.6933693,1995000.0,1.0,3.0,6
Ontario,-79.38670079999999,43.6933693,1995000.0,1.0,3.0,6
Ontario,-80.73419399999999,43.98459,319900.0,1.0,3.0,27
Ontario,-75.854538,45.279651,329000.0,1.0,5.0,11
British Columbia,-123.31141,48.491799,1149000.0,2.0,3.0,12
Ontario,-81.758726,43.311826,250000.0,2.0,2.0,6
Ontario,-79.6524396,43.5894973,395000.0,2.0,2.0,17
Ontario,-79.711377,43.3939073,409000.0,2.0,3.0,27
Ontario,-80.530986,43.428264,279900.0,2.0,3.0,11
Ontario,-79.73111899999998,43.379142,1379000.0,1.0,3.0,20
British Columbia,-123.396791,48.469203,741000.0,1.0,4.0,6
New Brunswick,-65.983197,45.399908,239900.0,1.0,3.0,27
Ontario,-79.253553,43.170031,220000.0,1.0,3.0,8
Alberta,-114.447017,51.165449,359900.0,1.0,4.0,28
Ontario,-79.871055,45.4673,995000.0,1.0,3.0,24
Ontario,-80.405118,43.529918,669900.0,1.0,3.0,7
Ontario,-80.523925,43.399393,429900.0,2.0,2.0,13
Ontario,-79.095528,43.101494,405900.0,1.0,3.0,21
New Brunswick,-65.706548,47.733988,425900.0,2.0,2.0,10
Alberta,-113.88973190000002,53.5469251,324900.0,2.0,2.0,14
British Columbia,-123.325961,48.452205,775000.0,2.0,1.0,25
British Columbia,-123.0829964,49.3167942,550000.0,1.0,4.0,18
British Columbia,-123.10958829999998,49.247233,2998000.0,1.0,3.0,7
Quebec,-73.72657583,45.612442,389000.0,2.0,1.0,30
British Columbia,-125.233519,50.00763900000001,354000.0,2.0,2.0,35
British Columbia,-124.799689,49.499625,459900.0,1.0,3.0,27
Ontario,-78.9808245,44.0793439,499900.0,1.0,3.0,11
Ontario,-80.800726,42.662063,415000.0,1.0,2.0,15
British Columbia,-119.546568,49.186598,257000.0,2.0,3.0,13
Ontario,-79.28355959999998,43.78344110000001,349900.0,1.0,4.0,21
British Columbia,-123.106388,49.279782,619000.0,1.0,3.0,7
Ontario,-79.5556725,43.862561,779000.0,1.0,3.0,14
Ontario,-80.316666,42.83839,329900.0,1.0,9.0,4
Ontario,-79.83411267399791,43.75131811402621,1489000.0,1.0,3.0,25
British Columbia,-123.410605,48.436835,724900.0,1.0,4.0,29
Alberta,-113.996116,51.020287,369800.0,2.0,2.0,21
Ontario,-79.5570952,43.6095324,489000.0,2.0,2.0,27
Saskatchewan,-104.613337,50.484703,219900.0,1.0,3.0,43
Alberta,-113.943173,50.910608,425000.0,2.0,2.0,6
Ontario,-79.43584109999998,43.8617264,459900.0,2.0,2.0,12
British Columbia,-122.6666257,49.1022004,444900.0,1.0,5.0,21
Ontario,-77.59866600000002,44.197241,399900.0,2.0,2.0,25
Nova Scotia,-60.1714382,46.1428081,124500.0,2.0,3.0,18
Ontario,-79.3714833,43.6521363,749900.0,1.0,3.0,34
Saskatchewan,-106.573755,52.16715900000001,399900.0,2.0,1.0,17
Ontario,-79.7743436,43.4317985,719900.0,1.0,3.0,14
Ontario,-79.679125,43.449497,999998.0,2.0,2.0,20
Alberta,-113.286545,53.524439,319900.0,2.0,4.0,11
Ontario,-79.818803,43.699745,599900.0,1.0,4.0,18
Ontario,-79.74639509999999,43.7509604,694000.0,1.0,3.0,11
Ontario,-79.197079,43.130709,292900.0,1.0,3.0,10
Quebec,-73.4736866,45.50346682,220000.0,1.0,2.0,27
Quebec,-73.899507,45.682015,269900.0,2.0,2.0,22
British Columbia,-122.7873248,49.2607095,523800.0,1.0,1.0,6
Ontario,-79.735113,43.754786,559000.0,1.0,4.0,6
Ontario,-75.939427,45.262091,549900.0,2.0,2.0,21
British Columbia,-122.7982951,49.283602,469900.0,1.0,5.0,42
Ontario,-79.7493085,43.6487223,659000.0,1.0,3.0,11
Alberta,-113.5338657,53.4278033,458900.0,1.0,3.0,30
British Columbia,-125.005927,49.674475,375000.0,1.0,5.0,20
Ontario,-81.32555,42.99642,789900.0,1.0,5.0,11
Ontario,-79.68623290000002,43.5287384,839000.0,1.0,6.0,14
Ontario,-79.3790471,43.7701948,4588000.0,1.0,4.0,29
Ontario,-79.3790471,43.7701948,4588000.0,2.0,1.0,29
Ontario,-79.7602494,43.35355120000001,949000.0,1.0,2.0,11
Ontario,-78.8444023,43.912983200000006,310000.0,1.0,2.0,17
Ontario,-80.412051,43.485242,509900.0,1.0,1.0,6
Ontario,-82.594572,42.056026,94500.0,1.0,4.0,1
Ontario,-79.142262,43.7972237,499000.0,1.0,4.0,21
Ontario,-79.42174849999998,43.6560724,1989000.0,1.0,3.0,8
Ontario,-79.42174849999998,43.6560724,1989000.0,1.0,3.0,8
Manitoba,-99.945134,49.878679,159900.0,2.0,1.0,13
British Columbia,-123.1249762,49.1739477,538000.0,1.0,3.0,26
Ontario,-79.7610407,44.8162648,549900.0,1.0,2.0,22
Manitoba,-97.119792,49.906287,60000.0,1.0,4.0,13
Ontario,-79.42913670000002,44.033924,1599000.0,1.0,2.0,37
Manitoba,-97.110596,49.839443,199900.0,2.0,1.0,20
British Columbia,-122.68865900000002,49.22264000000001,479900.0,2.0,1.0,39
Prince Edward Island,-63.7511,46.3766,204900.0,1.0,4.0,42
Ontario,-79.8169462,43.7431348,979900.0,2.0,1.0,6
Ontario,-79.4162418,43.6387639,529000.0,2.0,2.0,7
Ontario,-79.2638816,43.9754912,699000.0,1.0,3.0,12
